fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,k_value,l_value,m_value,percentage_free_sulphur,n_value
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,0,7.8,3.9,0.626,48.88888889,0.796
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,0,9.76,4.88,0.568,21,0.555
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,1,8.315,4.1575,0.718,11.66666667,0.664
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,1,8.71,4.355,0.974,18.57142857,1.085
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,0,7.8,3.9,0.626,48.88888889,0.796
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,9.41,4.705,0.594,23,1.285
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,0,9.65,4.825,0.726,33.33333333,0.821
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,1,9.8,4.9,0.733,35,0.7855
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,1,11.22,5.61,0.856,19.31034483,0.889
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,1,7.37,3.685,0.632,20,0.786
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,0,11.6,5.8,0.792,43.04347826,2.104
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,0,7.54,3.77,0.651,17.33333333,0.6835
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0,7.86,3.93,0.648,53.75,0.735
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,1,10.55,5.275,0.732,18,0.657
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0,7.86,3.93,0.648,53.75,0.735
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,1,7.83,3.915,0.66,51.76470588,0.706
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1,7.69,3.845,0.66,15.92592593,0.732
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1,8.61,4.305,0.848,25.29411765,0.837
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,1,7.69,3.845,0.66,15.92592593,0.732
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1,8.61,4.305,0.848,25.29411765,0.837
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,0,9.32,4.66,0.574,18.33333333,1.066
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,0,9.21,4.605,0.746,39,0.88
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1,8.035,4.0175,0.77,20.625,0.78
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1,8.035,4.0175,0.77,20.625,0.78
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1,7.39,3.695,0.65,16.36363636,1.842
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1,7.39,3.695,0.65,16.36363636,1.842
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,0,9.78,4.89,0.671,76.66666667,0.9805
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,0,7.74,3.87,0.794,65,0.876
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,1,6.66,3.33,0.619,15,0.6995
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,1,7.92,3.96,0.668,17.94117647,0.785
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1,7.605,3.8025,0.579,15.71428571,0.4675
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,1,9.68,4.84,0.702,36.66666667,1.302
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,1,9.38,4.69,0.714,30,2.849
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,1,10.46,5.23,0.685,20,0.9905
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,1,9.795,4.8975,0.734,33.33333333,1.519
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1,7.605,3.8025,0.579,15.71428571,0.4675
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,1,8.915,4.4575,0.749,20,0.7795
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,0,6.015,3.0075,0.771,88.57142857,0.5685
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,7.21,3.605,0.724,17.30769231,2.744
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,8.76,4.38,0.801,24.6875,0.7645
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1,9.02,4.51,0.962,12.10526316,0.6
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,0,10.01,5.005,0.651,23,0.8095
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,8.76,4.38,0.801,24.6875,0.7645
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,1,9.02,4.51,0.962,12.10526316,0.6
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,7.21,3.605,0.724,17.30769231,2.744
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,0,9.07,4.535,0.855,20,0.7715
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,1,8.82,4.41,0.934,14.52830189,0.674
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,1,9.64,4.82,0.961,14.03846154,0.7865
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,0,9.07,4.535,0.683,68.18181818,0.7445
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,0,9.07,4.535,0.855,20,0.7715
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,1,9.03,4.515,0.793,19,1.0975
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,0,7.21,3.605,0.81,31.25,0.612
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0,8.01,4.005,0.724,29.23076923,0.639
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,1,8,4,0.668,22.75862069,0.667
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0,8.01,4.005,0.724,29.23076923,0.639
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,0,7.21,3.605,0.81,31.25,0.612
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,9.1,4.55,0.78,37.89473684,0.796
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,9.1,4.55,0.78,37.89473684,0.796
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,0,12.63,6.315,0.671,43.33333333,0.5555
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,1,7.58,3.79,0.788,18.26086957,0.95
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,0,6.66,3.33,0.613,15.71428571,0.5505
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,1,9.93,4.965,0.834,19.23076923,0.801
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,1,10.17,5.085,0.602,18.88888889,1.639
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,1,10.53,5.265,0.732,40,0.906
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,1,10.3,5.15,0.694,45,0.805
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,1,8.6,4.3,0.73,21.81818182,1.283
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,1,10.64,5.32,0.861,28.57142857,0.7195
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,1,10.64,5.32,1.082,21.81818182,1.392
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,8.58,4.29,0.713,20,0.7725
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,9.02,4.51,0.835,21,0.6675
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,9.02,4.51,0.835,21,0.6675
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,9.02,4.51,0.835,21,0.6675
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1,8.58,4.29,0.713,20,0.7725
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,1,8.51,4.255,0.738,16.66666667,0.769
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,1,10.54,5.27,0.742,18,0.752
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,1,8.03,4.015,0.622,18.33333333,0.931
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,0,8.71,4.355,0.76,25.55555556,0.719
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,1,9.36,4.68,0.731,20,0.7895
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,1,9.87,4.935,0.668,42.5,0.748
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1,6.97,3.485,0.83,14.4,0.774
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,0,8.59,4.295,0.699,26.66666667,0.6545
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1,8.97,4.485,0.908,21.11111111,0.653
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,0,7.66,3.83,0.698,25.71428571,0.547
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,0,7.17,3.585,0.805,26.66666667,0.6915
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,1,9.07,4.535,0.79,13.5,0.728
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1,8.97,4.485,0.908,21.11111111,0.653
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,1,8.64,4.32,0.925,20,0.8325
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,1,9.38,4.69,0.683,16.66666667,0.8535
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,0,9.16,4.58,0.577,49.13043478,0.7185
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,1,9.4,4.7,0.668,15.86206897,0.84
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,0,7.26,3.63,0.689,31.42857143,0.9275
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1,10.66,5.33,0.936,16.66666667,0.699
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,1,10.66,5.33,0.936,16.66666667,0.699
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,1,10.48,5.24,0.754,21.66666667,0.872
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,0,8.84,4.42,0.709,20,0.6375
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,1,9.13,4.565,0.693,18.57142857,1.8885
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0,7.61,3.805,0.603,20.57142857,0.7315
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0,7.61,3.805,0.603,20.57142857,0.7315
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,0,8.99,4.495,0.609,38.38709677,0.8925
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,1,7.4,3.7,0.551,32.22222222,1.1745
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,0,12.65,6.325,0.705,20,0.5555
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,9.6,4.8,0.775,21.25,0.6625
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,0,10.36,5.18,0.699,21.53846154,0.6615
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,1,7.82,3.91,0.89,13.7254902,0.729
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,9.6,4.8,0.775,21.25,0.6625
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,0,12.65,6.325,0.705,20,0.5555
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,1,7.98,3.99,0.644,15.71428571,0.632
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,1,10.14,5.07,0.616,23.33333333,0.531
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,0,7.46,3.73,0.58,20,0.58
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,0,8.09,4.045,0.587,14.21052632,0.5825
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,1,9.995,4.9975,0.583,15,0.5665
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,0,8.09,4.045,0.587,14.21052632,0.5825
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0,7.44,3.72,0.562,21.93548387,0.697
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,1,6.9,3.45,0.556,15.66666667,0.658
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0,7.44,3.72,0.562,21.93548387,0.697
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,0,10.35,5.175,0.522,44,0.886
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,1,8.3,4.15,0.699,21.57894737,0.6515
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1,6.26,3.13,0.717,36.66666667,0.7035
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1,6.26,3.13,0.717,36.66666667,0.7035
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,1,9.74,4.87,0.53,25,0.513
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,1,7.09,3.545,0.585,17.14285714,0.5225
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1,7.93,3.965,0.782,20,0.751
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,1,10.25,5.125,0.878,15.16129032,0.555
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1,9.39,4.695,0.903,20.76923077,0.7125
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1,7.16,3.58,0.617,20,0.6375
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,0,8.63,4.315,0.621,16.66666667,0.5785
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1,7.16,3.58,0.617,20,0.6375
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,1,9.39,4.695,0.903,20.76923077,0.7125
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,1,9.4,4.7,0.904,20.83333333,0.7
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,1,9.25,4.625,0.81,20,1.215
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,0,10.1,5.05,0.796,21.15384615,0.97
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,1,9.18,4.59,0.617,17.14285714,0.6335
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,1,9.22,4.61,0.638,15.83333333,0.706
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,0,8.705,4.3525,0.582,29.09090909,0.711
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,1,8.21,4.105,0.672,14.09090909,0.526
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,1,8.58,4.29,0.7,23.33333333,0.692
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,1,10.89,5.445,0.915,19.28571429,0.7895
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,1,9.28,4.64,0.818,23.33333333,0.774
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1,8.18,4.09,0.489,30.27777778,0.3685
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1,8.18,4.09,0.489,30.27777778,0.3685
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,0,7.5,3.75,0.688,23,0.607
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1,11.66,5.83,0.653,26.66666667,0.9135
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1,11.66,5.83,0.653,26.66666667,0.9135
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,0,7.51,3.755,0.602,22.5,0.679
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1,8.52,4.26,0.648,30,0.823
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1,8.28,4.14,0.648,15,0.586
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,1,9.43,4.715,0.695,25.29411765,0.8875
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,1,8.21,4.105,0.626,25.71428571,0.667
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,0,7.195,3.5975,0.585,18.57142857,0.6925
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,1,7.54,3.77,0.615,16.58536585,0.8295
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1,8.28,4.14,0.648,15,0.586
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,1,7.69,3.845,0.641,15.55555556,0.6755
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1,7.85,3.925,0.673,16.66666667,0.5885
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,0,8.92,4.46,0.625,28,1.2775
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,1,8.07,4.035,0.679,19.28571429,0.8405
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,1,9.645,4.8225,0.547,32,0.8245
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1,10.47,5.235,0.735,34,0.8305
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,1,7.91,3.955,0.672,13.46153846,0.859
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,0,8.21,4.105,0.634,28,0.597
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,1,9.11,4.555,0.848,16.8,1.981
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1,9.4,4.7,0.918,18.57142857,0.746
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,0,8.365,4.1825,0.758,20,0.704
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,1,7.39,3.695,0.719,20,0.5875
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,1,9.4,4.7,0.918,18.57142857,0.746
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,1,9.89,4.945,0.879,21.66666667,2.7865
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,1,6.79,3.395,0.666,44.16666667,1.079
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1,7.34,3.67,0.65,11.875,0.455
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,1,8.38,4.19,0.696,13.63636364,0.548
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,0,7.53,3.765,0.722,18.88888889,0.615
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,1,9.79,4.895,0.861,46.66666667,0.6225
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,1,9.8,4.9,0.854,28.33333333,0.654
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,0,7.53,3.765,0.722,18.88888889,0.615
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,0,8.96,4.48,1.754,28.125,0.745
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,0,6.205,3.1025,0.623,13.15789474,0.7665
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,1,8.63,4.315,0.84,22.22222222,0.809
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1,8.84,4.42,0.715,154,0.7015
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,1,8.84,4.42,0.715,154,0.7015
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1,9.38,4.69,0.691,33.33333333,1.3565
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,0,8.02,4.01,0.674,32.14285714,1.272
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,1,10.43,5.215,0.853,17.33333333,0.8805
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1,9.38,4.69,0.691,33.33333333,1.3565
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,1,11.83,5.915,0.774,26.66666667,0.691
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1,9.5,4.75,0.761,22.85714286,0.6755
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1,8.38,4.19,0.738,25,0.707
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,1,10.49,5.245,0.705,28.33333333,0.8875
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1,8.94,4.47,0.637,20,0.6515
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,1,8.31,4.155,0.683,33.33333333,0.7975
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,1,7.12,3.56,0.79,20,0.771
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1,11.41,5.705,0.89,33.33333333,0.796
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1,11.41,5.705,0.89,33.33333333,0.796
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,0,8.62,4.31,0.706,18.57142857,0.953
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,1,9.63,4.815,0.947,19.47368421,0.5685
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0,8.27,4.135,0.678,30.66666667,2.519
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,1,7.55,3.775,0.663,22.72727273,0.6335
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,1,8.62,4.31,0.668,23.125,0.92
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0,8.27,4.135,0.678,30.66666667,2.519
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,1,9.35,4.675,0.931,14.88888889,0.7035
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,1,10.22,5.11,0.803,26.66666667,0.7485
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,0,8.97,4.485,0.66,26.66666667,2.09
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,0,8.97,4.485,0.66,26.66666667,2.09
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,1,8.2,4.1,0.56,74.13333333,2.651
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1,10.57,5.285,0.557,26.66666667,0.5555
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,1,8.2,4.1,0.56,77.06666667,2.651
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1,7.58,3.79,0.663,22.58064516,0.6365
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,1,9.12,4.56,0.842,18.4375,0.846
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1,7.58,3.79,0.663,22.58064516,0.6365
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,0,7.28,3.64,0.564,16,0.593
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,1,8.84,4.42,0.715,30,1.5175
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,1,8.09,4.045,0.747,16.66666667,0.5925
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,12.01,6.005,0.855,18.63636364,0.6055
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,12.01,6.005,0.855,18.63636364,0.6055
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,1,10.26,5.13,0.713,17.61904762,0.7195
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,1,8.24,4.12,0.686,23.75,0.727
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,1,7.54,3.77,0.671,16,0.6585
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,1,9.51,4.755,0.939,28.18181818,0.7715
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1,7.325,3.6625,0.607,18.88888889,1.7265
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,0,9.8,4.9,0.587,33.33333333,0.8875
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,1,7.325,3.6625,0.607,18.88888889,1.7265
